"Identifiant technique de la structure","Raison sociale site","Enseigne commerciale site","Complément destinataire (coord. structure)","Complément point géographique (coord. structure)","Numéro Voie (coord. structure)","Indice répétition voie (coord. structure)","Code type de voie (coord. structure)","Libellé type de voie (coord. structure)","Libellé Voie (coord. structure)","Mention distribution (coord. structure)","Bureau cedex (coord. structure)","Code postal (coord. structure)","Code commune (coord. structure)","Libellé commune (coord. structure)","Code pays (coord. structure)","Libellé pays (coord. structure)","Téléphone (coord. structure)","Téléphone 2 (coord. structure)","Télécopie (coord. structure)","Adresse e-mail (coord. structure)","Code Département (structure)","Libellé Département (structure)","Ancien identifiant de la structure","Autorité d'enregistrement","Code secteur d'activité","Libellé secteur d'activité","Code section tableau pharmaciens","Libellé section tableau pharmaciens","Code rôle","Libellé rôle","Code genre activité","Libellé genre activité",
F01000328301072012,"PHARMACIE BONNET - RIO","PHARMACIE DU NORD",,,16,,AV,Avenue,"DE MARBOZ",,"01000 BOURG-EN-BRESSE",01000,01053,Bourg-en-Bresse,99000,France,0474247186,,,,,,1010003283,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000331719091995,"PHARMACIE BOUVIER",,,,,,RES,Residence,"DE CESSY",,"01170 CESSY",01170,01071,Cessy,99000,France,0450414060,,,,,,1010003317,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000333301072007,"PHARMACIE DELORME","PHARMACIE DE CEYZERIAT ",,,2,,AV,Avenue,"DU REVERMONT",,"01250 CEYZERIAT",01250,01072,Ceyzériat,99000,France,0474300061,,0474250786,,,,1010003333,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000336601072024,"PHARMACIE DE CHALAMONT",,,,,,PL,Place,"DU MARCHE",,"01320 CHALAMONT",01320,01074,Chalamont,99000,France,0474362175,0615078910,0474469123,heloise.bedoy@gmail.com,,,1010003366,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000338201052020,"PHARMACIE DU VALROMEY",,,,214,,,,"Grand Rue",,"01260 CHAMPAGNE-EN-VALROMEY",01260,01079,Champagne-en-Valromey,99000,France,0479876144,,0982632384,,,,1010003382,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000341615072019,"SELARL PHARMACIE DE LA MICHAILLE",,,,648,,R,Rue,"Aimé Bonneville",CHATILLON-EN-MICHAILLE,"01200 VALSERHONE",01200,01033,Valserhône,99000,France,0450597605,,0450132183,amg@pharmacie-michaille.fr,,,1010003416,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000343201012023,"PHARMACIE COUTURIER - RATRIMOARIVONY","PHARMACIE DES HALLES",,,145,,AV,Avenue,"MARECHAL FOCH",,"01400 CHÂTILLON-SUR-CHALARONNE",01400,01093,Châtillon-sur-Chalaronne,,,0474550081,,,pharmacie.chanel.accueil@orange.fr,,,1010003432,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000347331122011,"PHARMACIE  LUGINBUHL-BERNADAC","PHIE LUGINBUHL-BERNADAC & ASSOCIES",,,,,,,"GRANDE RUE",,"01270 COLIGNY",01270,01108,Coligny,99000,France,0474301154,,0474301202,,,,1010003473,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000350701122022,"PHARMACIE PRESCHEZ",,,,106,,,,Grand-rue,,"01550 COLLONGES",01550,01109,Collonges,99000,France,0450596017,,0450594783,clemencepreschez@yahoo.fr,,,1010003507,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000352301122018,"PHARMACIE RICHARD","PHARMACIE DU COLOMBIER",,,1,,AV,Avenue,"Jean Falconnier",CULOZ,"01350 CULOZ-BÉON",01350,01138,Culoz-Béon,99000,France,0479870017,,0479870863,,,,1010003523,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010003549,"ECOLE SANITAIRE DU CH FLEYRIAT",,,,900,,RTE,Route,PARIS,"CS 90401","01012 BOURG EN BRESSE CEDEX",01012,01053,Bourg-en-Bresse,,,0474454383,,0474454384,,,,1010003549,//ARS,SA19,"Etab. d'enseignement",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F01000355601082021,"PHARMACIE DE DAGNEUX",,,,1147,,R,Rue,"DE GENEVE",,"01120 DAGNEUX",01120,01142,Dagneux,99000,France,0478062335,0631718830,0472250476,dagneux@hellopharmacie.com,,,1010003556,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000357203122024," PHARMACIE DES BAINS",,,,31,,R,Rue,"DES BAINS",,"01220 DIVONNE-LES-BAINS",01220,01143,Divonne-les-Bains,99000,France,0450200057,,,pharmacie-desbains@hotmail.fr,,,1010003572,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000360629051942,"PHARMACIE FERNOUX","PHARMACIE CENTRALE",,,132,,,,"GRANDE RUE",,"01220 DIVONNE-LES-BAINS",01220,01143,Divonne-les-Bains,99000,France,0450200093,,,,,,1010003606,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000362215012018,"PHARMACIE CHAPON","PHARMACIE DE DORTAN",,"BAT 3 LECHERE",,,R,Rue,"COLONEL ROMANS PETIT",,"01590 DORTAN",01590,01148,Dortan,,,0474777161,,0474768823,,,,1010003622,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000365501012018,"PHARMACIE BASSET-AMIGUES","PHARMACIE DE FAREINS",,,279,,RTE,Route,"de Flechères",,"01480 FAREINS",01480,01157,Fareins,,,0474678715,,0474679250,,,,1010003655,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000367101112017,"PHARMACIE JOSSERAND","PHARMACIE DE FEILLENS",,,210,,,,"GRANDE RUE",,"01570 FEILLENS",01570,01159,Feillens,,,0385300347,,0385239733,,,,1010003671,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010003689,"SIAAM01 - SAFEP - SAAAIS",,,,7,,AV,Avenue,"JEAN-MARIE VERNE",,"01000 BOURG EN BRESSE",01000,01053,Bourg-en-Bresse,,,0474228598,,0474220171,,,,1010003689,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
F01000370531052007,"PHARMACIE REVOL",,,,5,,AV,Avenue,VOLTAIRE,,"01210 FERNEY-VOLTAIRE",01210,01160,Ferney-Voltaire,99000,France,0450407210,,0450401764,,,,1010003705,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000372101072021,"PHARMACIE DU LEVANT",,,,6,,CHE,Chemin,"DU LEVANT",,"01210 FERNEY-VOLTAIRE",01210,01160,Ferney-Voltaire,99000,France,0450406897,,0450406897,sophiedelorme@yahoo.com,,,1010003721,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000375401072024," PHARMACIE DE LA POTERIE",,,,,,ZONE,Zone,"ARTISANALE DE LA POTERIE",,"01210 FERNEY-VOLTAIRE",01210,01160,Ferney-Voltaire,99000,France,0450409744,,0450409744,l.mattern@pharmaciedelapoterie.com,,,1010003754,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000377001042006,"PHARMACIE BENDAHOU","PHARMACIE DE GEX",,"CCAL LES VERTES CAMPAGNES",,,,,,,"01170 GEX",01170,01173,Gex,99000,France,0450415275,,0450419585,,,,1010003770,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000380412012018,"PHARMACIE ROMAND",,,"IMM LE TETRAS",,,AV,Avenue,"DE LA GARE",,"01170 GEX",01170,01173,Gex,99000,France,0450415404,,0450415302,,,,1010003804,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000382001122014,"SELARL PHARPAMA","PHARMACIE DE L'AIGLETTE",,"ZONE ARTISANALE AIGLETTE NORD",539,,R,Rue,"DES ENTREPRENEURS",,"01170 GEX",01170,01173,Gex,99000,France,0450280146,,,pharpama@gmail.com,,,1010003820,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000385301062009,"PHARMACIE GRIZARD","PHARMACIE JEAN-MICHEL GRIZARD ",,,1,,R,Rue,"GUSTAVE LAMBERT",,"01290 GRIEGES",01290,01179,Grièges,99000,France,0385316390,,0385316258,,,,1010003853,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000388712022018,"PHARMACIE VALLEE","PHARMACIE FREDERIC VALLEE",,,2,,R,Rue,"JOSEPH VIALLAZ",HAUTEVILLE-LOMPNES,"01110 PLATEAU D?HAUTEVILLE",01110,01185,"Plateau d'Hauteville",99000,France,"04 74 35 30 07",,,pharmacievallee.hauteville@gmail.com,,,1010003887,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000390301102007,"PHARMACIE ANTUNES-BURGAT","PHARMACIE CHRISTELLE BURGAT ",,,297,,AV,Avenue,"DU 11 NOVEMBRE 1918",HAUTEVILLE-LOMPNES,"01110 PLATEAU D?HAUTEVILLE",01110,01185,"Plateau d'Hauteville",99000,France,0474353016,,0970618513,,,,1010003903,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000393730122013,"PHARMACIE LEFEVRE","PHARMACIE DU CRET",,"CCAL LE CRET",,,R,Rue,MASONOD,HAUTEVILLE-LOMPNES,"01110 PLATEAU D?HAUTEVILLE",01110,01185,"Plateau d'Hauteville",99000,France,0474353012,,,,,,1010003937,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000395210022019,"PHARMACIE MOUGIN","PHARMACIE DES MONTS BERTHIAND",,,705,,,,"GRANDE  RUE",,"01580 IZERNORE",01580,01192,Izernore,99000,France,0474765000,,0474765046,,,,1010003952,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010003978,"ACCUEIL DE JOUR AUX LUCIOLES",,,,,,R,Rue,"DU COLLÈGE",,"01600 REYRIEUX",01600,01322,Reyrieux,,,0474008501,,0811951577,,,,1010003978,//ARS,SA17,"Etab. Personnes Agées",,,312,"Autre professionnel",GENR99,"Autre activité",
F01000398601072024," PHARMACIE DU MARMONT",,,,,,R,Rue,"DU MARMONT",,"01480 JASSANS-RIOTTIER",01480,01194,Jassans-Riottier,99000,France,0474608036,,0474607035,barbara.guehl@gmail.com,,,1010003986,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000400015032025,"PHARMACIE JASSANAISE",,,"ZAC DU COEUR DE JASSANS",,,R,Rue,"JEAN MONNET",,"01480 JASSANS-RIOTTIER",01480,01194,Jassans-Riottier,99000,France,0474609221,,,pharmaciejassanaise@orange.fr,,,1010004000,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000403427022021,"PHARMACIE DE JUJURIEUX",,,,,,AV,Avenue,"DES SPORTS",,"01640 JUJURIEUX",01640,01199,Jujurieux,,,0474368166,,0474369943,,,,1010004034,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010004059,"EHPAD LE CLOS CHEVALIER ORNEX",,,,7,,R,Rue,"PERE ADAM",,"01210 ORNEX",01210,01281,Ornex,,,0450991100,,0450421928,,,,1010004059,//ARS,SA17,"Etab. Personnes Agées",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F01000406713012025,"PHARMACIE CENTRALE",,,,1,,R,Rue,"DU MARCHE - 18 RUE PASTEUR",,"01150 LAGNIEU",01150,01202,Lagnieu,99000,France,0474357199,,,violaineberthuin@gmail.com,,,1010004067,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000408301062015,"PHARMACIE PERDRIX-DANIERE",,,,3,,PL,Place,"DE LA LIBERTE",,"01150 LAGNIEU",01150,01202,Lagnieu,99000,France,0474357599,,,,,,1010004083,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010004109,"SESSAD DE L'ALBARINE",,,,66,,AV,Avenue,"DU GENERAL SARRAIL",,"01500 AMBERIEU EN BUGEY",01500,01004,Ambérieu-en-Bugey,,,0437610954,,0474380749,,,,1010004109,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F01000411701112020,S.C.E.M,,,,48,,RTE,Route,"DU PORT",,"01150 LAGNIEU",01150,01202,Lagnieu,99000,France,0474357666,,0474357668,,,,1010004117,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010004158,"EAM ROMANS FERRARI",,,,408,,RTE,Route,"DE VILLARS",,"01400 ROMANS",01400,01328,Romans,,,0474422390,,0474422391,,,,1010004158,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F01000416601032012,"PHARMACIE CHAPALAIN","PHARMACIE DE LENT",,,,,PL,Place,"DE LA MAIRIE",,"01240 LENT",01240,01211,Lent,99000,France,0474527471,,0474528102,,,,1010004166,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000418201122020,"PHARMACIE BERNARD","PHARMACIE DE LOYETTES",,,171,,R,Rue,"du Bugey","BP 55","01360 LOYETTES",01360,01224,Loyettes,99000,France,0478327098,,0478327268,,,,1010004182,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000421601062009,"PHARMACIE ROBERT-DUVILLIERS","PHARMACIE DU BOURG ",,,1318,,,,GRAND'ROUTE,,"01570 MANZIAT",01570,01231,Manziat,99000,France,0385361415,,,,,,1010004216,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000423213062017,"PHARMACIE MOREY","PHARMACIE DE MARBOZ",,,,,R,Rue,"SAINT CREPIN",,"01851 MARBOZ",01851,01232,Marboz,99000,France,"04 74 51 00 01",,,pharmaciedemarboz@orange.fr,,,1010004232,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000425708011985,"PHARMACIE EICHENLAUB - FOULON","PHARMACIE DE MASSIEUX",,"PARC DE LA GENETIERE",,,CHE,Chemin,"DU PREBLANC",,"01600 MASSIEUX",01600,01238,Massieux,99000,France,0478983704,,0478983837,,,,1010004257,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000427315102020,"PHARMACIE CENTRALE",,,,1,,R,Rue,"DE LYON",,"01800 MEXIMIEUX",01800,01244,Meximieux,99000,France,0474610012,,0474612068,soniagay1984@gmail.com,,,1010004273,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000430720092016,"PHARMACIE LUZY-FOULON",,,,22,,AV,Avenue,"DE DENKENDORF","ANGLE RUE DES CARONNIERES","01800 MEXIMIEUX",01800,01244,Meximieux,99000,France,,0609428218,0474610536,contact.pharma.luzy@gmail.com,,,1010004307,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000432301012016,"PHARMACIE DUFFEZ","PHIE DU CENTRE COMMERCIAL MEXIMIEUX",,"ZAC DE LA BILLONNETTE",39,,R,Rue,"DE LYON",,"01800 MEXIMIEUX",01800,01244,Meximieux,99000,France,0474612877,,0474611344,,,,1010004323,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000435619052025,"SEL PHARMAXINE",,,,400,,RTE,Route,"de l'Effondras",,"01660 MEZERIAT",01660,01246,Mézériat,99000,France,0474302623,,,,,,1010004356,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000437201022021,"PHARMACIE CENTRALE PIAUD LLEO",,,,1051,,,,"GRANDE RUE",,"01700 MIRIBEL",01700,01249,Miribel,99000,France,0478554479,,0478558335,pharmaciecentralemiribel@orange.fr,,,1010004372,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F010004398,"ACCUEIL DE JOUR BON REPOS BELLEY",,,"DANS CENTRE HOSPITALIER DE BELL",40,,R,Rue,"DU BON REPOS",,"01300 BELLEY",01300,01034,Belley,,,0479810571,,0479814874,,,,1010004398,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F01000440601012007,"PHARMACIE HOCHEPOT","PHARMACIE DES ACACIAS ",,,1138,,,,"GRANDE RUE",,"01700 MIRIBEL",01700,01249,Miribel,99000,France,0478551638,,0472258448,,,,1010004406,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000442201041999,"PHARMACIE VUILLEMENOT-LIEGEON",,,,1422,,,,"GRANDE RUE",,"01700 MIRIBEL",01700,01249,Miribel,99000,France,0472258265,,,,,,1010004422,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000445501052020,"PHARMACIE  DES AUGUSTINS",,,,187,,CRS,Cours,CONDE,,"01120 MONTLUEL",01120,01262,Montluel,99000,France,0478061021,,0478061021,,,,1010004455,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000447101052020,"SELARL DE LA SEREINE","PHARMACIE DE LA SEREINE",,,245,,,,"GRANDE RUE",,"01120 MONTLUEL",01120,01262,Montluel,,,0478061168,,0472250326,,,,1010004471,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000450501032025,"PHARMACIE DE MONTMERLE",,,,14,,PL,Place,"DE L'EGLISE",,"01090 MONTMERLE-SUR-SAONE",01090,01263,Montmerle-sur-Saône,99000,France,0474693793,,,anne-claire.jambon@wanadoo.fr,,,1010004505,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000452101102019,"PHARMACIE ZAMBUJO",,,,15,,AV,Avenue,"DE BRESSE",,"01460 MONTRÉAL-LA-CLUSE",01460,01265,Montréal-la-Cluse,,,0474760666,,0474762341,,,,1010004521,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000455423072018,"PHARMACIE DERDERIAN","PHARMACIE DU QUEBEC",,,2,,R,Rue,"de Brolliat",,"01460 MONTRÉAL-LA-CLUSE",01460,01265,Montréal-la-Cluse,,,0474761591,,0474762523,,,,1010004554,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000457001072014,"PHARMACIE DOUDET","PHARMACIE CENTRALE",,,25,,,,"GRANDE RUE",,"01340 MONTREVEL-EN-BRESSE",01340,01266,Montrevel-en-Bresse,,,0474254017,,0474251426,,,,1010004570,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000460401092020,"PHARMACIE DES 4 CHEMINS",,,,1,,R,Rue,"DE LA GARE",,"01340 MONTREVEL-EN-BRESSE",01340,01266,Montrevel-en-Bresse,99000,France,0474308004,,0474474054,ph4chemins@gmail.com,,,1010004604,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000465301102019,"PHARMACIE  ZAMBUJO"," PHARMACIE DU COLLEGE",,,19,,R,Rue,"DU COLLEGE",,"01130 NANTUA",01130,01269,Nantua,99000,France,0474750042,,0474752070,,,,1010004653,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000468701122019,"SELARL PHARMACIE GLEIZON",,,"Maison médicale",,,R,Rue,"de la Bresse",,"01400 NEUVILLE-LES-DAMES",01400,01272,Neuville-les-Dames,99000,France,0474556024,,0474557161,,,,1010004687,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F01000470314062021,"SADRD PHARMAGALT",,,,1,,ARC,Arcade,D'ORNEX,,"01210 ORNEX",01210,01281,Ornex,99000,France,0450405386,0627266891,,pharmaciedesarcades01@gmail.com,,,1010004703,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
